"u,N,18,0","v,N,18,0","name,C,80"
1264342828,11100229813,Calle San Juan de Dios
1264342828,11100229807,Calle 28 de Julio
1264342828,11100229820,Calle San Juan de Dios
1264342953,7567879880,Avenida Dolores
1264343062,4067074143,
1264343062,4067074133,
1264343062,11014011292,Calle Angel Caballero
1264343152,5393843691,
1264343152,5377965382,
1264343245,11664050869,Calle Victor Lira
1264343245,1264352668,Calle Victor Lira
1264343245,4427882860,Calle Nueva
1264343386,2084840259,Torrico
1264343625,8949309451,Calle Plaza de Armas
1264343625,8949309452,Calle Plaza de Armas
1264343685,4444938123,Octavio Munoz Najar
1264343685,4444938115,Octavio Munoz Najar
1264343685,4444938118,Corbacho
1264343727,5465620988,
1264343727,5406208482,
1264343746,5375734634,Calle 7 de Junio
1264343746,11016609790,Ramon Castilla
1264343746,1264346427,Calle 7 de Junio
1264344713,3347239079,
1264344713,4232782238,Avenida Venezuela
1264345059,4310914253,
1264345059,4754993541,
1264346307,5483426615,
1264346307,5379852095,Los Zafiros
1264346307,5391078854,Los Zafiros
1264346307,5391078534,
1264346359,10923437097,
1264346359,1264346359,
1264346427,4742397782,Avenida Jorge Chavez
1264346470,1264367937,Calle la Merced
1264346470,5203304841,Calle Consuelo
1264346600,10923437087,
1264346669,9677854885,Variante Uchumayo
1264346669,5104485335,
1264346669,7105611474,Variante Uchumayo
1264346793,5391108731,Palomar
1264346793,4536355800,
1264346824,10852935822,Avenida Independencia
1264346824,4915894877,Avenida Independencia
1264346824,5670089474,Los Gorriones
1264346964,5391127549,Avenida Luna Pizarro
1264346964,2087821444,Calle Felipe Santiago Salaverry
1264346964,5200768336,Avenida Luna Pizarro
1264347093,4372087979,Avenida San Martin
1264347106,5533915110,Obando
1264347406,5380727091,Calle Cruz Verde
1264347448,5393843715,Fernando Davila
1264347666,5465543144,
1264347666,5399025232,
1264347811,5391114005,
1264347811,5375734008,
1264347811,5375734621,
1264347845,1264352668,Calle Alto de la Luna
1264347845,4427910607,Calle Peru
1264347845,4025040684,Calle Alto de la Luna
1264347845,4096534438,Calle Peru
1264347898,5375734008,
1264347898,4742364043,
1264347898,5391114005,
1264347903,5431918549,
1264347903,5431918544,
1264347903,5431918543,
1264348167,4067074134,
1264348167,7567525362,
1264348212,5375241825,Callle Micaela Bastidas
1264348490,5377965387,Cervantes
1264348490,5483415873,Republica de Chile
1264348490,5394909330,Republica de Chile
1264348873,5468199638,
1264349128,4462630948,Urbanizacion Cabana Maria Manzana J
1264349128,4462630950,
1264349128,5391148522,Urbanizacion Cabana Maria Manzana J
1264349178,4717589312,Calle Mercaderes
1264349394,5391108753,Avenida Olimpica
1264349520,5379805298,Avenida Zamacola
1264349520,11090088431,Avenida Zamacola
1264349609,2084948810,Puente de Fierro
1264349609,5199090501,Puente de Fierro
1264349609,4742364043,
1264349620,5431918549,
1264349620,5391148525,
1264349837,2906500735,Pasage Cesar Vallejo
1264349837,1264358832,Calle Comandante Ruiz
1264351082,5394916329,Calle Mollendo
1264351082,11090425223,Calle Caraveli
1264352668,4427882859,Calle Pizarro
1264352668,4096490949,Calle Pizarro
1264354250,10780714913,Avenida Juan Vidaurrazaga
1264354250,1264365120,Avenida Juan Vidaurrazaga
1264354452,4427882860,Calle Nueva
1264354452,5393862384,Calle Nueva
1264354492,7105611474,Variante Uchumayo
1264354492,9677854880,
1264354708,5375734631,Avenida Independencia
1264354708,11019063393,Avenida Garcia de Carbajal
1264354783,1264367354,
1264354783,5391108740,Avenida Venezuela
1264355266,4066990035,Calle Flora Tristan
1264355433,5123160482,
1264355433,5375720552,Matias Manzanilla
1264357501,5393843703,
1264357501,1264367456,Gomez de la Torre
1264357603,5375241714,Ernesto Gunter
1264357639,1281950259,Avenida San Jeronimo
1264357639,5199090501,Avenida San Jeronimo
1264357981,5391148530,Fransisco Mostajo
1264357981,5431918550,
1264357981,5391148522,Fransisco Mostajo
1264358055,9410650126,Pasaje Mollendo
1264358832,5394456309,Avenida Garcilazo de la Vega
1264359790,5203304841,Calle Consuelo
1264360471,11090088434,Avenida Emmel
1264360471,5460698714,Avenida Garaycochea
1264362064,1264368066,Calle Malaga Grenet
1264362064,5479085347,Calle Malaga Grenet
1264362312,4371614199,Toribio Pacheco
1264362312,1264365748,Avenida Luna Pizarro
1264363601,4717584440,
1264363601,4717584438,
1264363601,4717584439,Octavio Munoz Najar
1264363733,5394919458,3 de diciembre
1264363866,3949384788,Calle Don Bosco
1264363866,5380727089,Avenida La Paz
1264363866,5380727086,Calle Don Bosco
1264363866,8059943576,Avenida La Paz
1264364404,8298816757,
1264364511,7296622445,Avenida Metropolitana
1264364511,5199090485,
1264364802,2084081324,
1264364802,2084081517,
1264364802,5379274787,
1264364952,5391108754,Calle Quinta Romana
1264365072,2082864555,
1264365120,11013404036,Avenida Juan Vidaurrazaga
1264365227,6284011382,Calle Manuel Ugarteche
1264365227,5375618202,Calle Manuel Ugarteche
1264365434,8298866203,
1264365434,4371614092,Avenida Andres Martinez
1264365443,5308494795,Pasaje Munoz Najar
1264365656,2100076873,
1264365656,2100151397,
1264365656,4055463399,
1264365670,5378108466,
1264365670,5462836626,Avenida Juan Vidaurrazaga
1264365670,11013404014,Avenida Juan Vidaurrazaga
1264365697,5393843699,
1264365697,1264365697,
1264365748,8298866203,Avenida Luna Pizarro
1264365834,5467655509,Calle Mariano Melgar
1264365834,11090407257,Avenida Goyeneche
1264365890,5391108732,Obando
1264365890,5375734626,
1264366119,5391148536,Monterreal Isla
1264366119,5465545082,
1264366373,9675005115,Avenida Independencia
1264366373,5393843699,Cervantes
1264366462,5391108753,Avenida Olimpica
1264366475,4742367929,Avenida Venezuela
1264366475,5484597549,
1264366475,4067074148,Avenida Venezuela
1264366778,4096490949,Calle Pizarro
1264366778,5664848459,Calle 2 de Mayo
1264366778,5432104280,Calle Leticia
1264366976,11019063507,Sebastian Barranca
1264367234,5394916330,Pasaje Otero
1264367234,5394916329,Pasaje Otero
1264367295,5391148522,Fransisco Mostajo
1264367354,5375734626,
1264367354,5391108732,
1264367536,5533915111,Naranjos
1264367536,5391108743,Calle Manzanitos
1264367643,3347236001,Avenida Venezuela
1264367643,4230614622,Avenida Venezuela
1264367643,5200708664,Avenida Venezuela
1264367802,5391127551,
1264367802,5485400932,
1264367802,5391127552,Avenida Lima
1264367981,5468179469,Calle Francisco de Zela
1264367981,4441419597,Calle San Francisco
1264367995,8901588136,Calle Jose Carlos Mariategui
1264368066,11010994634,Avenida Victor Andres Belaunde
1264368066,5479091612,Avenida Victor Andres Belaunde
1264368111,2082864555,Avenida Lambramani
1264368111,5399025115,Avenida Lambramani
1264368118,11016923906,Alameda Mario Vargas Llosa
1264368118,2084935447,Paz Soldan
1264368118,11007798920,Avenida Parra
1264368158,5460746919,
1264368158,5169519254,
1264368161,3946800919,Calle Plaza de Armas
1264368204,5393862384,Calle Nueva
1264368204,4444938115,Calle Nueva
1264368945,4110717640,Avenida Venezuela
1264368945,5375593656,
1264369037,4371614058,Avenida Tacna y Arica
1264369037,10917232433,Angamos
1264369037,2084920833,Avenida Andres Martinez
1264369037,2084924743,Avenida Tacna y Arica
1264369074,2083295446,Avenida los Incas
1264369074,10801219429,
1264369074,2083295453,Avenida los Incas
1264369170,5432125026,Calle Santa Marta
1281950261,10062503681,Avenida Jose Abelardo Quinones
1281950261,10012297937,Avenida Jose Abelardo Quinones
1284479729,5468201555,Calle Jerusalen
1284479729,1284479907,Calle Puente Grau
1284479729,10885702048,Calle Ayacucho
1284479741,4365192387,Avenida de la Marina
1284479757,1284479835,Avenida de la Marina
1284479757,7105789187,Avenida de la Marina
1284479766,2100151394,
1284479773,4055463399,
1284479773,4055463394,Avenida de la Marina
1284479792,3761708754,Pasaje Ibanez
1284479792,1284479850,Avenida de la Marina
1284479792,4075477909,Avenida de la Marina
1284479802,1736356090,Juan del la Torre
1284479802,1284479890,
1284479802,10923389527,
1284479803,4075477894,Avenida de la Marina
1284479803,2906500704,Calle Palacio Viejo
1284479824,8162371803,San Francisco
1284479824,5468179469,Calle Francisco de Zela
1284479839,4055452457,Avenida de la Marina
1284479839,7105789186,Avenida de la Marina
1284479843,10885702050,Carlos Llosa
1284479843,2084081651,Veliz
1284479850,3605978253,Avenida de la Marina
1284479850,3761708750,Pasaje Del Solar
1284479856,5411420138,
1284479856,1284563227,Garanios
1284479860,10885702050,Carlos Llosa
1284479860,5468201555,Calle Jerusalen
1284479862,10923389527,
1284479893,6061568164,Pasaje Violin
1284479893,6061568167,Campo Redondo
1284479907,2365980323,Calle Puente Grau
1284563163,1284563347,
1284563195,10885702043,Calle Mercaderes
1284563195,4190894647,Calle Mercaderes
1284563195,1284563454,Calle Jerusalen
1284563195,10885702041,Calle San Juan de Dios
1284563227,5375618199,Calle Manuel Ugarteche
1284563347,1284563549,
1284563347,1284563549,
1284563421,10885702047,Calle Mariano Melgar
1284563421,1284563660,Calle Mariano Melgar
1284563454,9027081296,Calle Moral
1284563454,10885702044,Calle San Jose
1284563504,2795683724,
1284563504,5150516925,Juan del la Torre
1284563574,4441419625,Calle San Francisco
1284563574,4110736812,Calle Ugarte
1284563574,5380727094,Calle San Francisco
1284563660,4058288099,Calle Peral
1292294891,5225033223,Calle Ernesto Loreto
1292294891,5225033226,
1396135794,1396135803,Jose Santos Chocano
1396135809,1396138602,Lazo de los Rios
1396135810,1396135825,Lazo de los Rios
1396135825,3725076882,Lazo de los Rios
1396135825,5479086001,Calle Malaga Grenet
1396138602,1396138603,Juana Espinoza
1396138603,5375720539,Juana Espinoza
1396138603,5375720552,Matias Manzanilla
1506390743,8949309457,Calle Plaza de Armas
1506390743,8949309462,Calle Plaza de Armas
1506390743,8949309458,
1718845635,5793942733,Quinta Vivanco
1718845635,1718845654,Pasaje Ripacha
1718845635,5793954766,
1718845642,4318665058,
1718845642,4318665051,Quinta Vivanco
1718845642,4467262504,Quinta Vivanco
1718845654,1718845657,Selva Alegre
1718845654,2084081324,
1718845655,1718845657,Selva Alegre
1718845655,3338917105,
1718845655,4110473040,Selva Alegre
1718845657,4110473040,
1718845674,2084081517,Selva Alegre
1718845674,6061568161,Thomas Alvares
1718845674,4110468114,Thomas Alvares
1736356090,5375739510,Juan del la Torre
1817244768,5393843705,
1817244768,9675005115,Avenida Independencia
1817244796,5406211262,Chala
1817244796,9675005091,Avenida Independencia
1817244873,2364574302,Pasaje Zarumilla
1817244873,1817244875,Avenida Independencia
1817244875,9674888302,Calle Malecon Socabaya
1817244875,11009101050,Calle Malecon Socabaya
1817244875,11016523158,"['Via Exclusiva Daniel Alcides Carrion', 'Acceso Rapido Alcides Carrion']"
1861262983,10858131534,Avenida Miguel Forga
1861262983,5375241709,Calle Cayetano Arenas
1861262983,10904424638,Calle Cayetano Arenas
1861262983,4833689441,Avenida Miguel Forga
1861262983,5431385363,Calle Cayetano Arenas
1861553896,11019063526,Avenida Virgen del Pilar
1861553896,5485263383,Avenida Dolores
2082854454,4018848474,
2082854454,2082854457,Avenida los Incas
2082854454,4018850611,Avenida los Incas
2082854456,4018850617,Avenida los Incas
2082854456,4018850616,Avenida los Incas
2082854456,5213458982,Avenida los Incas
2082854457,2083295453,Avenida los Incas
2082854457,5213421946,
2082854462,4018850616,
2082854462,5213458981,Avenida los Incas
2082854462,4018850614,
2082854462,5703156655,Avenida los Incas
2082854471,4058235026,
2082854471,2082867667,Avenida los Incas
2082854471,2083295444,Avenida los Incas
2082859825,2083295448,Nicolas SIlva
2082859825,5465620988,Nicolas SIlva
2082859825,4978409935,Avenida los Incas
2082859825,2083295446,Avenida los Incas
2082864555,4018794091,
2082864555,4058235030,Avenida Lambramani
2082864555,11099591052,Avenida Lambramani
2082867667,4018850612,Avenida los Incas
2082867667,4058235023,
2082870070,4018848479,Avenida los Incas
2082870070,4018848475,
2082870070,4018848473,
2082870070,4018850617,Avenida los Incas
2083268866,4018848466,Avenida los Incas
2083268866,5393843670,
2083268866,11815600675,Avenida los Incas
2083294142,5110356857,
2083294142,4978409934,Avenida los Incas
2083294142,5110361416,Avenida los Incas
2083295444,2083295453,Boulevard de Lambramani
2083295444,2083295451,Avenida los Incas
2083295446,2083295451,
2083295448,2083295451,Avenida los Incas
2083295448,4978409934,Avenida los Incas
2083295453,4978432991,Boulevard de Lambramani
2084076684,8234749369,Pasaje La Gruta
2084076684,6654502004,Pasaje La Gruta
2084076687,3622577145,Thomas Alvares
2084076687,8234749369,Pasaje La Gruta
2084081323,2084081324,
2084081327,10885702068,Juan del la Torre
2084081327,5379274787,
2084081327,6061568161,Juan del la Torre
2084081517,4110473040,Selva Alegre
2084081650,2084081651,
2084081651,5379249145,Veliz
2084920833,2084924742,Avenida Tacna y Arica
2084920833,4371614057,Avenida Tacna y Arica
2084920833,4371614092,Avenida Andres Martinez
2084924739,10917123601,
2084924739,6405224186,
2084924739,11007798920,Avenida Parra
2084924739,5706253146,Avenida Parra
2084924742,4075627980,Avenida Tacna y Arica
2084924742,2084924743,
2084924742,10917232407,
2084924743,4075627981,Avenida Tacna y Arica
2084935445,11009127065,Alameda Mario Vargas Llosa
2084935445,11009127066,Avenida Salaverry
2084935445,11016923906,Alameda Mario Vargas Llosa
2084935447,11007798919,Avenida Parra
2084935447,11016923905,Alameda Mario Vargas Llosa
2084948810,2084948813,Avenida Parra
2084948810,5391127563,Avenida Parra
2084948813,11007837176,Avenida Parra
2084948815,7105690911,Avenida Parra
2084948815,11007837176,Avenida Parra
2084960170,5391068725,Avenida Parra
2084960170,5391078162,
2085078794,11012886975,
2085078794,4324703397,Calle Sucre
2085078798,11009127065,Avenida Salaverry
2085078798,10920875902,Calle Alvarez Thomas
2085078798,11009127067,Avenida Salaverry
2085078799,7105673921,Avenida Salaverry
2085078799,11014003540,Avenida Mariscal Caceres
2085088946,11016601693,Avenida la Salle
2085088948,11016601697,Avenida la Salle
2085097486,4055499740,Calle Paucarpata
2085097486,9768435421,
2085113730,4232854916,
2085113730,3347239079,"['Avenida Lambramani', 'Calle Paucarpata']"
2085113730,4232665802,
2085170832,2085170838,
2087388631,2087388631,
2087449443,10904424596,Calle Cayetano Arenas
2087449443,10858131536,Avenida Miguel Forga
2087449443,10904424638,Calle Cayetano Arenas
2087449445,2087449451,Calle Jacinto Ibanez
2087449445,10904424556,Avenida Miguel Forga
2087449451,10904424559,Avenida Miguel Forga
2087471699,5532164236,Avenida Miguel Forga
2087471699,4957793145,
2087471699,10904424405,Avenida Miguel Forga
2087471703,7567888647,Avenida Miguel Forga
2087471703,4096502701,
2087471703,10904424561,Avenida Miguel Forga
2087471706,10859102200,
2087471706,4096502701,
2087471706,2087709217,Avenida Arturo Ibanez
2087709217,10779219046,
2087709218,10907229438,Avenida Arturo Ibanez
2087709231,11005217792,
2087709231,9410629306,Avenida Arturo Ibanez
2087821444,5391127548,Paz Soldan
2099985001,5150516924,"['Juan del la Torre', 'Avenida Arequipa']"
2100076873,5169519126,Calle Villalba
2100151396,2100151397,
2100151397,6327629824,
2363115240,3743488254,Ovalo Venezuela
2363115240,2364574304,Avenida Venezuela
2363115240,10770784240,Ovalo Venezuela
2363115241,7221094354,
2363115241,3743488254,Ovalo Venezuela
2363776252,2363776301,Avenida los Incas
2363776252,4067059210,
2363776252,5175036499,Avenida los Incas
2363776255,4020781508,Avenida los Incas
2363776255,2363776303,Avenida los Incas
2363776257,4067034692,Avenida Daniel Alcides Carrion
2363776257,3347190401,
2363776257,11015145899,Avenida Daniel Alcides Carrion
2363776269,11015162714,
2363776269,2363776278,
2363776269,11015145899,
2363776269,4536345257,Avenida Daniel Alcides Carrion
2363776278,2363776286,
2363776278,11013404107,
2363776286,2363776301,
2363776286,11013404107,
2363776301,5483426616,Avenida Pedro P. Diaz
2363776303,4020779075,
2363776303,11013404092,Avenida Pedro P. Diaz
2364574302,11015162861,Avenida Venezuela
2364574302,4066990063,Pasaje Zarumilla
2364574302,11015162858,Avenida Venezuela
2364574303,4110717640,Avenida Venezuela
2364574303,9487442830,
2364574304,11019063252,
2364574304,9487442830,
2364574304,11015162861,Avenida Venezuela
2365980323,5468179467,San Francisco
2399925942,11015162837,
2399925942,9487442831,Virgen del Pilar
2399925942,2399925946,Virgen del Pilar
2399925943,11015162791,Avenida Venezuela
2399925943,2399925949,Virgen del Pilar
2399925943,9487442831,Virgen del Pilar
2399925946,11015162830,Avenida Virgen del Pilar
2399925948,11019063346,Pasaje Santa Rosa
2399925948,2399925951,Avenida Venezuela
2399925948,11019063350,Avenida Venezuela
2399925949,11015162794,Avenida Virgen del Pilar
2399925951,3347233542,Avenida Venezuela
2399925951,5393862394,Pasaje Santa Rosa
2546198580,5465543164,
2546198580,4106720360,Calle Montereal
2546200721,2546200726,
2546200721,5633802135,
2546200724,5393843663,
2546200724,2546200728,
2546200724,5633802138,
2546200726,3352893345,
2546200726,5633802133,
2546200728,5393843670,
2546200728,5633802136,
2905764708,10885762587,Calle Palacio Viejo
2905764708,2905764712,
2905764712,10885702041,General Moran
2906500704,4075477895,
2906500704,2906500742,
2906500704,5424532738,Calle Palacio Viejo
2906500715,10656093774,
2906500718,3739699842,
2906500732,2906500735,Pasaje Santa Martha
2906500742,3739699841,
2906500742,3739699842,
2906501256,2906501259,
2906501256,4208431367,Avenida de la Marina
2998736078,11086686784,
2998736078,2998784565,Avenida Virgen del Pilar
2998736078,4030257450,Avenida Virgen del Pilar
2998736079,5465531090,Avenida Virgen del Pilar
2998736079,4232782256,
2998736079,11021342399,Avenida Virgen del Pilar
2998736080,5465531087,Avenida Venezuela
2998736080,11086686799,
2998736080,11021360713,
2998736080,11021342384,Avenida Venezuela
2998784553,11021360824,
2998784553,4232782266,
2998784565,5703278329,
2998784565,11021360812,Avenida Virgen del Pilar
2998784566,11021360750,Avenida Venezuela
3014768750,11021342385,Avenida Venezuela
3014768750,11021360713,
3014768750,10852829946,
3014768750,5468788422,Avenida Venezuela
3234425698,4052245158,Pasaje Campos
3234425698,9410646499,Avenida Parra
3234425698,5123144190,Avenida Parra
3347190401,4067059190,
3347190401,11015162711,
3347222809,5391133830,Los Zafiros
3347233542,11015162858,Avenida Venezuela
3347239079,4232665796,Avenida Venezuela
3603794055,10917446704,Avenida Tacna y Arica
3603794055,4336259661,
3603794055,3603799467,Avenida Tacna y Arica
3603794056,5706258303,Avenida Tacna y Arica
3603794056,3603799469,Tacna y Arica
3603794056,4336289464,Avenida Tacna y Arica
3603794058,7286481789,Pasaje Bernardo Alcedo
3603794058,5123144192,Pasaje Bernardo Alcedo
3603794058,5706258297,Avenida Tacna y Arica
3603796539,5391127560,Avenida Parra
3603796539,3603796540,Pasaje Bernardo Alcedo
3603796539,4052245158,Avenida Parra
3603796540,5123144192,Pasaje Bernardo Alcedo
3603796540,5123144190,Avenida Parra
3603796541,7286481789,Pasaje Bernardo Alcedo
3603796541,5706258298,Avenida Tacna y Arica
3603799467,3603799468,
3603799467,4336289452,Avenida Tacna y Arica
3603799468,4336289453,Avenida Tacna y Arica
3603799468,10917446703,Avenida Tacna y Arica
3603799469,4336289465,Avenida Tacna y Arica
3603799469,5706258304,Avenida Tacna y Arica
3603799470,4336289462,Avenida Tacna y Arica
3603799470,3603799471,
3603799470,10917446704,Avenida Tacna y Arica
3603799471,10917446703,Avenida Tacna y Arica
3603799471,4336289463,Avenida Tacna y Arica
3605978250,4055452451,Avenida de la Marina
3605978250,3605978251,
3605978250,4075477934,Avenida de la Marina
3605978251,4075477933,Avenida de la Marina
3605978252,3605978253,
3605978252,4075477933,Avenida de la Marina
3605978253,4075477934,Avenida de la Marina
3605978253,4055452444,
3609574251,7289377492,
3609574251,4833689470,Avenida Miguel Forga
3609574253,3609574261,
3609574253,4833695664,
3611103807,5393843683,Montereal
3611103807,5013179908,Montereal
3611103807,5013179907,Montereal
3611138272,5473715305,Pasaje Teniente Palacios
3611138273,5432072890,
3611199339,4066895960,
3611199340,4066895960,
3622577145,4072011392,Thomas Alvares
3622577145,4072007987,Thomas Alvares
3725322584,4106794764,
3725322584,9546538840,Internacional
3725322584,5633164536,Internacional
3725322596,6327629803,
3739699841,10923437087,
3739699842,5394450562,Calle Ernesto Loreto
3743488254,11019063252,Calle Malecon Socabaya
3743488255,10770784239,Ovalo Venezuela
3743488255,3743488257,Ovalo Venezuela
3743488255,11015162767,Avenida Daniel Alcides Carrion
3743488257,11015162770,Avenida Daniel Alcides Carrion
3761708749,4055452444,
3761708749,4055452452,
3761708749,4055452451,
3761708749,4055452449,
3761708750,3761708752,
3761708750,4055452444,
3761708750,5424532742,Pasaje Del Solar
3761708752,3761708754,
3761708752,10656093775,
3761708754,5424532740,Pasaje Ibanez
3761708754,4075477895,
3946583377,4427963954,Calle Rivero
3946583377,3946583378,
3946659301,4717589346,
3946659301,4058263260,Siglo XX
3946659303,4058263267,Calle Colon
3946659303,4058263260,Siglo XX
3946688684,3946688685,
3946688684,5846388121,Siglo XX
3946688684,3946688689,Siglo XX
3946688685,3946688688,Santa Rosa de Lima
3946688688,5393844127,Avenida La Paz
3946688688,5393844128,Santa Rosa de Lima
3946688689,3946688694,Siglo XX
3946688694,11090407267,Avenida Goyeneche
3946688694,4106712642,Avenida Goyeneche
3946746980,11021360799,
3946746980,11021360792,
3946747057,11007837175,Avenida Parra
3946747057,4742363990,Avenida Parra
3946747057,10907453561,Avenida Parra
3946800915,8949309453,Calle Plaza de Armas
3946800915,8949309461,
3946800919,8949309464,
3946800919,8949309462,Calle Plaza de Armas
3946856629,4851036330,
3946856632,11014685800,
3946856632,4851036330,
3946856632,11014685801,Avenida Alfonso Ugarte
3946856637,3946856639,
3946856639,11014685801,Avenida Alfonso Ugarte
3946856639,11014685803,
3946856639,11014685804,Avenida Alfonso Ugarte
3949384788,5467655510,Calle Don Bosco
3949384788,5393844126,Jiron Bartolome Herrera
4018794091,11099591051,
4018794091,5468199680,Aparcamiento Nivel -1
4018794094,4018794096,Via a estacionamiento del segundo sotano
4018794094,4018848474,Avenida los Incas
4018794094,4018850610,Avenida los Incas
4018794096,4018850619,
4018794096,5213458961,
4018794096,5468199680,"['Aparcamiento Nivel -1', 'Via a estacionamiento del segundo sotano']"
4018848463,4018848466,
4018848463,5213458981,Avenida los Incas
4018848466,5213458982,Avenida los Incas
4018848466,4018848483,
4018848473,5703156658,Avenida los Incas
4018848473,4018850616,Avenida los Incas
4018848473,5703156655,
4018848474,4018850622,Avenida los Incas
4018848475,5213458987,
4018848475,5213458986,
4018848476,4018850590,
4018848476,4018850600,
4018848476,5213458989,
4018848476,4018850599,
4018848478,4018850609,
4018848478,5213458986,
4018848478,4018848479,
4018848479,4018850610,Avenida los Incas
4018848479,5703156658,
4018848483,5213458987,
4018848483,4018850605,
4018848557,4058235025,
4018848557,4020729243,
4018848557,4020729258,
4018850590,4018850601,
4018850590,5213458990,
4018850591,4018850598,
4018850591,4018850601,
4018850591,4018850606,
4018850598,4018850600,
4018850598,4018850599,
4018850599,4018850600,
4018850600,4018850601,
4018850601,4018850606,
4018850604,5213458963,
4018850605,4018850606,
4018850605,5213458990,
4018850605,5213458963,
4018850606,5213458963,
4018850609,4018850610,
4018850609,5213458989,
4018850610,4018850611,
4018850611,4018850612,
4018850611,5703156658,Avenida los Incas
4018850612,5703156657,Avenida los Incas
4018850612,4018850614,
4018850616,4018850617,
4018850620,4018850630,
4018850620,4020729242,Avenida los Incas
4018850620,4018850622,Avenida los Incas
4018850622,5213458961,
4018850625,5213458961,
4018850625,5468199680,Aparcamiento Nivel -1
4018850630,4020729243,
4018850630,5213458961,
4018850630,4020729241,
4018871422,11815600683,Avenida los Incas
4018871424,11815600675,Avenida los Incas
4018871424,11815600684,Avenida los Incas
4018872406,11008708918,Avenida Jesus
4018872406,11008708923,Avenida Jesus
4018947569,4018947570,
4018947569,4018947572,
4018947569,4018947572,
4018947570,4336259641,
4018947570,4336259637,
4018947572,4018947574,
4018947574,4018947576,
4018947574,4018947576,
4018947576,5706258309,
4020729241,4020729245,Pasillo principal
4020729241,4020729253,Pasillo principal
4020729242,4020729243,
4020729242,4058235024,Avenida los Incas
4020729243,4020729245,
4020729245,4020729246,Pasillo principal
4020729246,4020766589,Pasillo oeste
4020729246,4020766591,Pasillo de restaurantes
4020729253,4020766591,Pasillo de restaurantes
4020729253,4020766596,Pasillo este
4020729258,4020766595,
4020729258,4557431113,Pasillo oeste
4020766277,4020766279,Pasillo de comidas
4020766277,4020766590,Pasillo de comidas
4020766277,4020766282,
4020766279,4020766591,
4020766279,4020766282,Pasillo de comidas
4020766282,4020766283,Pasillo de comidas
4020766283,4020766596,Pasillo de comidas
4020766283,4020766288,
4020766589,4557431113,Pasillo oeste
4020766589,4020766590,
4020766590,4020766595,Pasillo de comidas
4020766595,5468199684,
4020766596,5468199641,
4020778156,11007937311,
4020778156,5824299745,Avenida Pedro P. Diaz
4020778156,7567888649,
4020778158,11013393153,Avenida Pedro P. Diaz
4020778158,4020778159,
4020778159,10779219023,
4020778159,11664025640,Avenida Pedro P. Diaz
4020778163,4020778164,
4020778163,4020778167,Avenida Pedro P. Diaz
4020778164,10780714922,
4020778164,4020778168,Avenida Pedro P. Diaz
4020778167,4020778168,
4020778170,4020778171,
4020778170,4020778991,Avenida Pedro P. Diaz
4020778171,4020778992,Avenida Pedro P. Diaz
4020778991,4020778992,
4020778991,11014125141,Avenida Pedro P. Diaz
4020778992,11014125142,Avenida Pedro P. Diaz
4020781508,5175036499,
4020781508,5110361416,Avenida los Incas
4025040684,4096534439,
4025040684,5381354364,Calle Alto de la Luna
4025040685,11101838052,Calle San Camilo
4025040685,11101838039,
4025040685,11101838037,Calle San Camilo
4025045388,4025046893,
4025046893,4025046896,
4025046893,4025046899,
4025046896,11087434784,
4025046896,4058288121,
4025046899,4058288121,
4025046899,6061568501,
4025046911,4058288099,Calle Peral
4025046911,8835591997,
4025046919,5150381075,
4025046919,4025046927,
4025046919,6061568182,
4025080596,4025080608,Calle 28 de Julio
4025080596,4025080614,
4025080597,4025080606,
4025080606,4025080610,
4025080606,4025080607,
4025080607,4025080611,Calle San Juan de Dios
4025080608,4025080612,Calle 28 de Julio
4025080608,4025080615,
4025080609,4025080615,
4025080609,4025080613,
4025080609,4025080610,
4025080610,4025080614,
4025080611,4025080613,
4025080611,11100229813,Calle San Juan de Dios
4025080612,11100229807,Calle 28 de Julio
4025080612,4025080616,
4025080613,4025080616,
4025080614,4025080615,
4025080615,4025080616,
4025080616,11105070086,
4027106783,4027106785,
4027106784,4027106785,
4030235025,5468788422,Calle Universidad
4030235025,11021360892,
4030235025,11021360896,
4030235025,5377965385,Calle Universidad
4030235749,10758109108,Universidad San Agustin
4030235749,11086686807,Universidad San Agustin
4030235749,5465545043,Occidente
4030235752,5465545043,Occidente
4030235752,4030235770,
4030235752,4030235755,
4030235754,4030235770,
4030235754,4030235772,
4030235754,10758109108,Occidente
4030235755,4030235756,8
4030235755,4030256930,
4030235755,4030235757,
4030235757,4030235758,6 y 7
4030235757,4030235770,
4030235757,4030243891,
4030235759,4030235763,
4030235759,4030243899,
4030235759,4030243894,
4030235763,4030235775,
4030235763,4030235777,1
4030235767,4030256927,11
4030235767,4030256925,
4030235767,4030256928,
4030235768,4030256925,
4030235768,10853104286,
4030235768,4030254907,
4030235772,4030235773,
4030235772,4030243891,
4030235773,4030243889,
4030235773,4030235774,4
4030235775,4030235776,2
4030235775,4030243889,
4030243889,4030243890,
4030243891,4030243892,5
4030243894,4030257455,
4030243894,4030243899,
4030243899,5465545066,
4030247121,5465543201,Oriente
4030247121,5465545066,
4030247121,4030247143,
4030247127,4030247143,
4030247127,4030247134,
4030247134,4030254907,
4030247134,4030247135,
4030247135,4030256903,
4030247135,4030254907,
4030247143,4356473120,Norte
4030247145,4356473120,Norte
4030256903,6742797347,
4030256903,11086442974,
4030256904,4030258178,
4030256904,5465535945,
