"u,N,18,0","v,N,18,0","name,C,80"
1264286536,3739699841,Alameda Pardo
1264286536,1264330536,Pardo
1264286581,1264289727,
1264286865,1264288515,Camana
1264286865,9675005091,Calle Condesuyos
1264286865,1264324826,Calle Condesuyos
1264286908,5393862386,Calle Dean Valdivia
1264286908,5179130355,Calle Nicolas de Pierola
1264286908,4427131577,Calle Dean Valdivia
1264286908,4427132204,Calle Nicolas de Pierola
1264286952,1264337978,Los Gorriones
1264286952,4279219157,Los Gorriones
1264286952,1264322731,Los Ruisenores
1264287101,1264367802,Avenida Lima
1264287101,5391127555,
1264287101,1264290171,Avenida Lima
1264287203,4442642703,Santa Rosa de Lima
1264287203,5393844125,Jiron Bartolome Herrera
1264287203,3946688685,Santa Rosa de Lima
1264287212,4833689468,Avenida Miguel Forga
1264287212,4234036212,
1264287212,1264343694,Avenida Miguel Forga
1264287259,1264316004,Naranjos
1264287259,5391108732,
1264287259,5484597549,Naranjos
1264287347,11014694609,Avenida Alfonso Ugarte
1264287347,11014694614,
1264287347,4850971463,
1264287347,11014694610,Avenida Alfonso Ugarte
1264287525,1264331848,Avenida Venezuela
1264287525,2998784553,
1264287525,5092538916,
1264287525,5401379230,Avenida Venezuela
1264287539,5179104236,Calle Palacio Viejo
1264287539,5380727091,Calle Cruz Verde
1264287539,5424532738,Calle Palacio Viejo
1264287706,1264366462,Ovalo Gutierrez
1264287706,5750156950,Calle Gutierrez de la Fuente
1264288000,4536391016,Pasaje Juan Velasco Alvarado
1264288000,4025046920,Pasaje Juan Velasco Alvarado
1264288000,1264300750,
1264288160,5465543201,Monterreal Isla
1264288160,5465545067,Monterreal Isla
1264288160,5377965381,
1264288206,5467926993,Avenida Mariscal Castilla
1264288206,2085170832,Pasaje Sebastian Luna
1264288206,2085170838,Avenida Mariscal Castilla
1264288209,1284563660,Calle Mariano Melgar
1264288209,1264369170,Calle Colon
1264288297,5406208487,
1264288297,5375593661,
1264288297,1264302325,Las Condes
1264288302,5399052231,
1264288515,1264351082,Calle Mollendo
1264288515,1264291214,Camana
1264288606,4197584762,Calle Santo Domingo
1264288606,5179130356,Calle Peru
1264288606,1264349178,Calle Peru
1264288606,4427835577,Calle Santo Domingo
1264288704,11008725052,Avenida Independencia
1264288704,9675005098,Avenida Independencia
1264288704,11008725050,Pasaje Santa Rosa
1264288795,5485263382,Avenida Dolores
1264288795,1861553896,Avenida Virgen del Pilar
1264288795,1264328280,Avenida Dolores
1264288795,11019063518,Avenida Virgen del Pilar
1264289035,5391108745,Calle Malecon Socabaya
1264289035,1264321952,Avenida Quiroz
1264289574,1264342650,Calle Simon Bolivar
1264289574,1264341523,Calle Simon Bolivar
1264289618,5391108750,Calle Federico Barreto
1264289618,1264304345,Calle Federico Barreto
1264289618,1264333444,Calle Percy Gibson
1264289618,1264367995,Calle Percy Gibson
1264289727,1264299808,
1264289727,5683448880,
1264289888,1264343625,Santa Catalina
1264289888,5169678805,Calle San Agustin
1264289888,4252559260,
1264289932,4444938242,Avenida Jorge Chavez
1264289932,5169968464,Calle Dean Valdivia
1264289941,10754897669,Avenida Jacinto Ibanez
1264289941,5391078194,Calle Manuel Vinelli
1264289941,5391078207,Avenida Jacinto Ibanez
1264289976,5375734634,Calle 7 de Junio
1264289976,1264354708,Avenida Independencia
1264289976,1264334238,Avenida Independencia
1264290083,1264355266,Calle Flora Tristan
1264290083,4066951720,Calle Flora Tristan
1264290083,1264332393,Avenida Venezuela
1264290083,1264333444,Avenida Venezuela
1264290157,11086686787,
1264290157,4030257450,Avenida Virgen del Pilar
1264290157,2998784566,
1264290157,5465531090,Avenida Virgen del Pilar
1264290171,1264304652,Gomez Sanchez
1264290277,4096522841,Calle Junin
1264290277,1264335043,Calle Junin
1264290277,10920891147,Avenida Tacna y Arica
1264290277,10920891154,Avenida Tacna y Arica
1264290505,5394912596,Ramon Castilla
1264290505,9675005083,Calle Victor Lira
1264290505,4060315693,Calle Victor Lira
1264290749,5391114007,
1264290749,1264320448,Chili
1264290749,5391114005,
1264290980,4536345257,
1264290980,4536351573,Clorinda Matto
1264291072,7154758743,
1264291072,7154758745,Avenida Alfonso Ugarte
1264291072,7289403376,Avenida Alfonso Ugarte
1264291214,5394912494,Camana
1264291214,11090425218,
1264291294,5381354366,Calle Cuzco
1264291294,5381354367,Pasaje Ohiggins
1264291294,5381354369,Calle Cuzco
1264291431,5375241837,Avenida Lima
1264291431,5204817839,Calle Rodin
1264291622,5465531074,Sebastian Barranca
1264291713,5375241827,Porcel
1264291713,5391108746,Angamos
1264291713,5391108743,Angamos
1264291992,11010994632,Avenida Victor Andres Belaunde
1264291992,1264343386,Avenida Metropolitana
1264292035,4442676260,Pasaje Santa Rosa
1264292035,5393844121,Los Picaflores
1264292035,11090407262,Pasaje Santa Rosa
1264292195,6284011382,Pasaje la Gruta
1264292195,1264340920,Mariscal Benavides
1264292195,6654502004,Pasaje La Gruta
1264292195,5411410553,Mariscal Benavides
1264292334,5394450556,Avenida Garcilazo de la Vega
1264292334,5186757660,Avenida Garcilazo de la Vega
1264292437,2087821444,Paz Soldan
1264292437,5200768335,
1264292437,2084935447,Paz Soldan
1264292491,8949309455,Calle Plaza de Armas
1264292491,5169434121,San Francisco
1264292491,8949309457,Calle Plaza de Armas
1264292602,1264343746,Ramon Castilla
1264292602,5394919458,Ramon Castilla
1264292602,1264334238,Calle 15 de Agosto
1264292602,1264294024,Calle 15 de Agosto
1264292619,4742367921,Obando
1264292619,5391108738,Obando
1264292619,5391108737,Naranjos
1264292619,5484597549,Naranjos
1264292768,5375241825,Callle Micaela Bastidas
1264292768,1264336850,Calle Flora Tristan
1264292831,2085113730,Avenida Lambramani
1264292831,5465573034,Avenida Lambramani
1264292831,5399025232,
1264292831,4232854916,Avenida Lambramani
1264293023,4232817090,Avenida Venezuela
1264293023,2998784566,Avenida Venezuela
1264293023,4232782266,
1264293284,5375572601,
1264293284,5391148535,
1264293284,5391147717,
1264293623,10923437082,Pasaje Francisco Miranda
1264293623,5394459774,Calle Ciro Alegria
1264293623,5494828047,Calle Ciro Alegria
1264293706,1264349837,Pasage Cesar Vallejo
1264293827,1264364952,Calle Echevarria
1264293827,5432104280,Calle Leticia
1264293827,1264349394,Calle Leticia
1264293836,5431347806,Avenida Arturo Ibanez
1264293836,1264357603,Avenida Francisco Mostajo
1264293922,1264337360,
1264294024,1264307294,Avenida Jorge Chavez
1264294024,1264346427,Avenida Jorge Chavez
1264294330,1264366976,Sebastian Barranca
1264294330,11022922831,Sebastian Barranca
1264294859,9410649045,Calle Eduardo Lopez de Romana
1264294859,5375241709,Ernesto Gunter
1264295248,2085088948,Avenida Independencia
1264295248,4055514924,
1264295248,4055504819,Avenida Independencia
1264295248,11016601698,Avenida la Salle
1264295724,5110356857,Avenida los Incas
1264295724,5465620985,
1264295724,1264343727,
1264295724,4978409935,Avenida los Incas
1264295740,1264302786,Pasaje Junin
1264295852,4096510444,Calle Malecon Socabaya
1264295852,3611199339,Calle Malecon Socabaya
1264295852,5391108751,Jiron Barriga
1264295981,5375720550,Avenida Garcilazo de la Vega
1264295981,1264303248,Avenida Garcilazo de la Vega
1264295981,10062503685,Avenida Jose Abelardo Quinones
1264295981,11010687804,Avenida Jose Abelardo Quinones
1264296017,1264339133,Avenida Pedro P. Diaz
1264296017,5391078525,
1264296017,1264365120,Avenida Pedro P. Diaz
1264296341,1264328280,Calle Victor Lira
1264296341,4742415719,Calle Victor Lira
1264296341,5406208486,
1264296633,3725322596,Avenida Francisco Bolognesi
1264296633,5437797052,Avenida Francisco Bolognesi
1264296633,4106794769,
1264296668,5394450562,Calle Julio Ernesto Portugal
1264296668,1264317265,Calle Julio Ernesto Portugal
1264296668,11010695307,Pasaje Javier Delgado
1264296668,5394456300,Pasaje Javier Delgado
1264297126,1264347666,
1264297126,5465573034,Avenida Lambramani
1264297126,4096498591,Avenida Lambramani
1264297848,3347222805,Calle Alberto Guillen
1264297848,1264328681,Avenida Daniel Alcides Carrion
1264298005,1264339263,Pasaje Martinetti
1264298467,11007732105,Calle Los Inocentes
1264298467,7289403376,Avenida Alfonso Ugarte
1264298467,5706237829,Calle Los Inocentes
1264298467,10910636424,Avenida Alfonso Ugarte
1264298676,5046586730,Avenida Garcia de Carbajal
1264298676,3347236001,
1264298676,11015162850,
1264299034,4536355800,Obando
1264299034,1264348212,Calle Manzanitos
1264299034,1264367536,Calle Manzanitos
1264299552,3609574261,Avenida Miguel Forga
1264299552,3609574251,
1264299552,4833689469,Avenida Miguel Forga
1264299808,5683448881,
1264299997,3347222805,Calle Alberto Guillen
1264299997,3347222809,Los Zafiros
1264299997,5391133827,Calle Alberto Guillen
1264300204,1264368158,
1264300204,5460746918,Quinta Vivanco
1264300750,5150608451,
1264300855,1264349394,Avenida Olimpica
1264300855,11012708627,Avenida Olimpica
1264300855,1264364952,Calle Quinta Romana
1264300876,1264345059,
1264300876,5515037799,
1264300876,3338438065,
1264301133,1264367981,Calle Francisco de Zela
1264301133,1284479729,Calle Jerusalen
1264301133,10885702047,Calle Mariano Melgar
1264301133,11011286381,Calle Jerusalen
1264301253,5465641335,Calle La Isla
1264301253,4106720360,Calle Montereal
1264301253,5393843680,Calle Montereal
1264301253,5703156648,Calle La Isla
1264301596,1264358832,Calle Comandante Ruiz
1264301596,11090088436,Avenida Emmel
1264301596,11090088438,Avenida Emmel
1264301856,6061568167,Campo Redondo
1264301856,8692107835,
1264302047,1264342953,Urbanizacion los Rosales
1264302047,1264367295,Urbanizacion los Rosales
1264302047,1264315042,
1264302325,4110722311,Las Condes
1264302325,11019063625,Arevalo
1264302409,5393843684,Ciudad de las Corrientes
1264302409,5393843690,Ciudad de las Corrientes
1264302409,5393843689,
1264302423,11009127068,Avenida Salaverry
1264302423,10920891144,Avenida Tacna y Arica
1264302423,2084935445,Avenida Salaverry
1264302423,2085078798,Avenida Tacna y Arica
1264302702,1264322381,Avenida Jorge Chavez
1264302702,1264305215,Avenida Jorge Chavez
1264302702,4106830786,Bogota
1264302786,4372087980,Avenida Luna Pizarro
1264302786,1264333227,Avenida Luna Pizarro
1264302815,1264354783,
1264302815,11016523160,Avenida Venezuela
1264302815,5391133718,
1264302815,5750200846,Avenida Venezuela
1264302944,1264367995,Calle Jose Carlos Mariategui
1264302944,5375241824,Calle Benito Bonifaz
1264302944,5391108750,Calle Benito Bonifaz
1264303248,11010695305,Avenida Jose Abelardo Quinones
1264303248,5394456309,Avenida Garcilazo de la Vega
1264303248,10062503684,Avenida Jose Abelardo Quinones
1264303266,5485263384,Avenida Venezuela
1264303266,1264344713,Avenida Venezuela
1264303266,11022922835,Avenida Venezuela
1264303660,5381354365,Calle Sucre
1264303660,5169678805,Calle San Agustin
1264303660,1264342650,Calle Simon Bolivar
1264303660,1264347406,Calle San Agustin
1264303693,11013404092,Avenida Pedro P. Diaz
1264303693,11013404069,Avenida Pedro P. Diaz
1264303835,5393862385,Calle Pizarro
1264303835,11101838018,Calle San Camilo
1264303835,1264354452,Calle San Camilo
1264303835,4427882859,Calle Pizarro
1264303957,11016354605,Manuel Belgrano
1264303957,5485263383,Avenida Dolores
1264303957,5375593653,Manuel Belgrano
1264303957,5381354355,Avenida Dolores
1264304022,11016523160,Palomar
1264304022,5391108731,Palomar
1264304022,1264354783,Avenida Venezuela
1264304022,1264332393,Avenida Venezuela
1264304345,1264355266,Calle Federico Barreto
1264304345,4066990055,Calle Jose Carlos Mariategui
1264304652,5391127545,Gomez Sanchez
1264304652,5391127543,Pasaje Moquegua
1264304813,7105673923,Avenida Mariscal Caceres
1264304813,5460698689,Avenida Mariscal Caceres
1264304813,7105673924,Avenida Mariscal Caceres
1264305215,4060315693,Calle Victor Lira
1264305215,4096490943,Avenida Jorge Chavez
1264305215,11664050869,Calle Victor Lira
1264305707,11024162719,Avenida Mariscal Castilla
1264305707,5432072886,
1264305707,11024160500,Avenida Mariscal Castilla
1264305713,1264347406,Calle San Agustin
1264305713,5169434184,Calle San Agustin
1264305713,5424532746,Pasaje Del Solar
1264306421,11100213193,Calle Nicolas de Pierola
1264306421,11100213198,Avenida Garcia de Carbajal
1264306421,11100213188,Avenida Garcia de Carbajal
1264306864,5375593654,Urbanizacion Alvarez Thomas Manzana A
1264306864,5375593656,Avenida Virgen del Pilar
1264306864,11019063526,Avenida Virgen del Pilar
1264307294,5394919458,3 de diciembre
1264307294,5664848459,Avenida Jorge Chavez
1264307523,1264359790,Calle Consuelo
1264307523,10885762587,Calle San Juan de Dios
1264307523,10885702034,Calle San Camilo
1264308051,11022922834,Las Condes
1264308051,11022922833,Las Condes
1264308051,11019063607,
1264309103,1284479862,Calle Puente Grau
1264309103,5375739510,Calle Simon Bolivar
1264309256,1264362064,Juana Espinoza
1264309256,5479085347,
1264309257,1264357501,
1264309257,5393843692,
1264309257,5092534899,
1264309265,2085097486,Calle Paucarpata
1264309265,4110722300,
1264309774,4106712642,Avenida Goyeneche
1264309774,3946688689,Siglo XX
1264309774,11090425224,Avenida Goyeneche
1264309914,5406208480,
1264309914,5465620988,
1264309914,1264339844,
1264310156,3611199340,Calle Malecon Socabaya
1264310156,3611199339,Calle Malecon Socabaya
1264310281,1264316137,Calle Ugarte
1264310281,4055452458,Pasaje Jacinto Ibanez
1264310281,1284479839,Calle Ugarte
1264310333,2364574303,Avenida Venezuela
1264310333,11019063240,
1264310333,4066951692,Avenida Venezuela
1264310965,8298816757,Calle 28 de Julio
1264310965,5381354366,Avenida Lima
1264310965,1264338787,Avenida Lima
1264311102,11015162803,Fransisco Mostajo
1264311102,2399925946,Virgen del Pilar
1264311102,2399925949,Virgen del Pilar
1264312203,5013179910,Montereal
1264312203,2546198580,Montereal
1264312203,5013179911,Montereal
1264312302,4728634854,Avenida Independencia
1264312302,4728634832,Avenida Virgen del Pilar
1264312302,11015162874,Avenida Virgen del Pilar
1264312487,10923337585,Avenida Emmel
1264312487,5375720554,
1264312506,4446573353,Urbanizacion Alvarez Thomas WZ C
1264312506,1264340626,Avenida Virgen del Pilar
1264312506,4475973323,Avenida Virgen del Pilar
1264312761,5123160475,Calle 11
1264312761,1264337266,
1264313779,5381354355,Avenida Dolores
1264313779,5174967245,Calle del Carmen
1264314482,5460698715,Avenida Garaycochea
1264314482,1264346600,Pasaje John F. Kennedy
1264314731,1264340737,
1264314731,1264328864,
1264315137,5199090485,
1264315137,1264337010,Avenida San Jeronimo
1264315449,4110722311,Las Condes
1264315449,11022922834,Las Condes
1264315573,5399025117,Monterreal Isla
1264315573,1264366119,Monterreal Isla
1264315573,1264336604,
1264315595,1264365748,Gomez Sanchez
1264315595,1264327617,Pasaje Ica
1264315838,11090407262,Pasaje Santa Rosa
1264315838,11090407257,Avenida Goyeneche
1264315838,11090407251,Santa Rosa de Lima
1264315838,11090407267,Avenida Goyeneche
1264316004,1264319696,Naranjos
1264316004,1264365890,
1264316137,1264341523,Calle Ugarte
1264316137,1264336497,Calle Villalba
1264316958,1264366433,
1264316958,11010994632,Torrico
1264316958,1264343386,Torrico
1264317213,11015145899,Avenida Daniel Alcides Carrion
1264317213,5103848932,
1264317213,11015162711,
1264317213,11015162754,
1264317265,5460698699,Calle Bello Horizonte
1264317265,5379796461,Calle Bello Horizonte
1264317265,5208947859,Calle Julio Ernesto Portugal
1264317470,11012708627,Avenida Olimpica
1264317470,2085078799,Calle San Juan de Dios
1264317919,1264366976,
1264317919,5375593662,
1264317919,11022922833,Las Condes
1264317984,1264328798,Avenida Republica de Argentina
1264317984,5173789057,Avenida Republica de Argentina
1264317984,11012708628,Avenida Republica de Argentina
1264318163,4427835577,Calle Santo Domingo
1264318163,4717584437,Calle Pizarro
1264318163,1264368204,Calle Santo Domingo
1264318163,5169968472,Calle Pizarro
1264318176,7289377533,Pasaje Martinetti
1264318176,4067074134,Pasaje Martinetti
1264318176,1264348167,Pasaje Martinetti
1264318216,5391127535,Luna Pizarro
1264318216,5375241837,Paul Rivet
1264318328,5479091612,Urbanizacion Juan XXII
1264318328,1264339650,Avenida Victor Andres Belaunde
1264318652,3946659301,Siglo XX
1264318652,4058263259,Siglo XX
1264318750,1264367937,Calle la Merced
1264318750,10923389495,Calle Tristan
1264318887,4066951579,Avenida Venezuela
1264318887,1264333444,Calle Percy Gibson
1264318887,8302191869,Avenida Venezuela
1264318962,2100151396,Calle Puente Grau
1264318962,2100076873,Calle Villalba
1264318962,1284479862,Calle Puente Grau
1264318962,2100151394,
1264319156,1264348873,
1264319269,3946800915,Calle Plaza de Armas
1264319269,1264368161,Portal de la Municipalidad
1264319459,10885697599,
1264319459,4096522923,Calle Domingo Nieto
1264319459,5200744116,
1264319559,4717589312,Calle Mercaderes
1264319559,4717584435,Calle Colon
1264319559,4717584439,Octavio Munoz Najar
1264319559,4717584437,Calle Pizarro
1264319696,5375734627,
1264319899,5468201555,
1264319899,1284479907,Tejada
1264319899,1264330798,Desaguadero
1264319905,5391113983,Toribio Pacheco
1264319905,4027106783,Avenida de la Marina
1264319905,10920891207,Avenida de la Marina
1264320212,4030247145,Monterreal Isla
1264320212,5465543201,Monterreal Isla
1264320212,5377965378,
1264320225,5391108755,Ovalo Plaza Romana
1264320225,1264369127,Ovalo Plaza Romana
1264320448,5391113995,Paul Rivet
1264320448,5375734002,
1264320536,1264340626,Urbanizacion Alvarez Thomas WZ D
1264320536,4358258190,Manuel Belgrano
1264320536,5465573033,Urbanizacion Alvarez Thomas WZ D
1264321750,5377965387,
1264321750,5393843697,
1264321750,5393843703,
1264321952,1264335043,Avenida Quiroz
1264321952,5432104281,Tejada
1264322381,4444938242,Avenida Jorge Chavez
1264322381,1264354452,Calle San Camilo
1264322731,5393844121,Los Ruisenores
1264322731,1264337978,Los Jilgueros
1264322780,5375734628,Calle Federico Barreto
1264322780,3611199340,Calle Malecon Socabaya
1264323207,4557425638,Urbanizacion Alvarez Thomas WZ D
1264323207,4978429964,
1264323430,1264339133,
1264323430,1264354250,Avenida Pedro P. Diaz
1264323430,4020778168,Avenida Pedro P. Diaz
1264323969,5123160485,
1264323969,5375720553,
1264323969,5123160484,
1264324712,5092538900,Calle Cesar Vallejo
1264324712,4058377257,
1264324744,11013403962,Avenida Pedro P. Diaz
1264324744,4020778159,Avenida Pedro P. Diaz
1264324815,5391147718,Urbanizacion Cabana Maria Manzana B
1264324815,4110704190,Avenida Virgen del Pilar
1264324815,1264342601,Avenida Virgen del Pilar
1264324826,5394918858,
1264324826,1264332174,Calle Condesuyos
1264325117,1264340604,Avenida Francisco Bolognesi
1264325117,5437797051,Avenida Francisco Bolognesi
1264325117,4071980290,
1264325169,4475973323,Avenida Virgen del Pilar
1264325169,4446573347,Nicolas SIlva
1264325169,5375593656,Avenida Virgen del Pilar
1264325387,4025080596,Calle 28 de Julio
1264325387,11068021144,Calle Alvarez Thomas
1264325387,1264359104,Calle 28 de Julio
1264325387,10920875902,Calle Alvarez Thomas
1264325468,5110333120,
1264325468,7567879880,
1264326850,5169519254,
1264327387,1264341523,Calle Simon Bolivar
1264327387,1264336497,Calle Francisco de Zela
1264327599,5406208477,Urbanizacion las Orquideas Manzana A
1264327599,4557425637,
1264327599,5465573033,"['Urbanizacion las Orquideas Manzana A', 'Pasaje las Orquideas']"
1264327617,1264362312,Toribio Pacheco
1264327886,10907229425,
1264327886,1264357603,Avenida Arturo Ibanez
1264327886,5431347809,Avenida Arturo Ibanez
1264327928,4051788314,
1264327928,4444938121,Octavio Munoz Najar
1264327928,1264363601,Octavio Munoz Najar
1264328057,5465641359,
1264328057,11008708918,Avenida Jesus
1264328280,11019063487,Sebastian Barranca
1264328280,11019063510,Avenida Venezuela
1264328390,1264339385,
1264328390,5393843663,
1264328390,4030247145,Monterreal Isla
1264328390,5393843683,Ciudad de las Corrientes
1264328528,11016609800,Avenida Jorge Chavez
1264328528,11016609798,Avenida Garcia de Carbajal
1264328528,5432104280,Avenida Garcia de Carbajal
1264328528,5200744112,Avenida Jorge Chavez
1264328681,4067034582,Avenida Daniel Alcides Carrion
1264328681,5391133833,
1264328797,1264336186,Avenida Jose Abelardo Quinones
1264328797,1264346600,Pasaje John F. Kennedy
1264328797,10062503681,Avenida Jose Abelardo Quinones
1264328798,11012708628,Avenida Republica de Argentina
1264328864,5104485323,
1264329960,4915894850,Avenida Independencia
1264329960,9675005098,Avenida Independencia
1264329960,4915894855,Calle Paucarpata
1264329960,4915894853,Calle Paucarpata
1264330177,5399025221,Avenida Lambramani
1264330177,4978429964,Avenida Lambramani
1264330177,5399025120,Monterreal Isla
1264330224,5169519214,
1264330224,5460746918,
1264330224,5375618176,
1264330270,4444938124,Siglo XX
1264330270,4444938117,Corbacho
1264330270,4051788314,Siglo XX
1264330270,3946688688,Corbacho
1264330307,5406208477,Urbanizacion las Orquideas Manzana A
1264330307,5406208483,Urbanizacion las Orquideas Manzana A
1264330307,5406208479,Nicolas SIlva
1264330326,1264365890,Obando
1264330326,5375734627,Obando
1264330326,5375734625,
1264330375,5411420138,Thomas Alvares
1264330375,1264336438,Thomas Alvares
1264330375,4110468104,
1264330503,3347222809,Las Esmeraldas
1264330503,3347222805,Las Esmeraldas
1264330503,1264333979,
1264330536,5379805298,Calle Beaterio
1264330536,10656093774,Calle Beaterio
1264330616,5391148533,
1264330616,5391148534,Urbanizacion Cabana Maria Manzana J
1264330750,11008714467,Calle Benigno Ballon Farfan
1264330750,5375720555,Calle Domingo Gamio
1264330750,5375720554,Calle Domingo Gamio
1264330798,1264342868,Pasaje Bayoneta
1264330837,1292294891,Calle Ernesto Loreto
1264330837,5479085223,Calle Ernesto Loreto
1264330838,1264340402,Avenida Virgen del Pilar
1264330838,5401378920,
1264330838,3946746980,Avenida Virgen del Pilar
1264330973,1264366778,Calle 2 de Mayo
1264330973,1264369127,Calle Quinta Romana
1264331848,5468788422,Avenida Venezuela
1264331848,5703278329,
1264332080,5424521143,Calle Las Mecedes
1264332174,5394916331,Ramon Castilla
1264332174,1264367234,Calle Condesuyos
1264332361,5483415865,
1264332361,2085088948,Avenida Independencia
1264332361,1264367456,Avenida Independencia
1264332393,5391133719,Calle Manzanitos
1264332393,1264348212,Calle Manzanitos
1264333227,1264347093,Calle Garcia Calderon
1264333227,5391127549,Avenida Luna Pizarro
1264333444,4066951578,Avenida Venezuela
1264333912,5468199637,
1264333912,5391148537,
1264333912,5391148536,
1264333979,5391133837,
1264333979,5391133833,
1264334238,1264363733,Avenida Independencia
1264334361,5467655510,Calle Don Bosco
1264334361,1264347448,Avenida Goyeneche
1264334361,2085088946,Avenida Goyeneche
1264334973,5379858303,Los Topacios
1264334973,5391133831,Los Topacios
1264334973,5391133825,Las Amatistas
1264334973,5391133824,Las Amatistas
1264335043,5391108743,Avenida Quiroz
1264335043,5375241827,Calle Benito Bonifaz
1264335571,4475973322,Avenida Venezuela
1264335571,1264368945,Avenida Venezuela
1264335890,10904424550,Avenida Miguel Forga
1264335890,10774452945,Avenida Jacinto Ibanez
1264335890,2087449445,Calle Jacinto Ibanez
1264335890,10904424554,Avenida Miguel Forga
1264335971,5375593653,Urbanizacion Alvarez Thomas Manzana A
1264335971,4446573306,Urbanizacion Alvarez Thomas Manzana A
1264335971,4446573346,
1264336087,7567888649,
1264336110,4209897896,Pasaje V. Hugo
1264336110,5375241839,Pasaje V. Hugo
1264336186,5460698713,Avenida Jose Abelardo Quinones
1264336186,5460698715,Huascar
1264336434,4066951578,Avenida Venezuela
1264336434,1264341343,Avenida Venezuela
1264336434,7221094354,
1264336438,2084076687,Thomas Alvares
1264336438,2084076684,Pasaje La Gruta
1264336497,5169519126,Calle Villalba
1264336502,5399052227,Pasaje Alfonso Ugarte
1264336502,5683447612,Avenida Alfonso Ugarte
1264336538,5483415869,
1264336604,5468199637,
1264336604,1264348873,
1264336604,1264368111,
1264336700,5467655508,Avenida la Salle
1264336700,2085088946,Avenida Goyeneche
1264336700,1264365834,Avenida Goyeneche
1264336743,5394918859,Avenida Independencia
1264336743,4742415721,Avenida Independencia
1264336850,5375241825,Callle Micaela Bastidas
1264336850,5375241824,Callle Micaela Bastidas
1264336928,1264338242,Avenida Andres Martinez
1264336977,1264357501,Gomez de la Torre
1264336977,5092534875,Gomez de la Torre
1264336977,11012708629,Republica de Chile
1264336977,5483415873,Republica de Chile
1264337010,1281950259,
1264337010,11104998826,Avenida San Jeronimo
1264337156,8236620905,Mariscal Benavides
1264337156,5375618190,Thomas Alvares
1264337156,4072011451,Thomas Alvares
1264337180,5013179911,Montereal
1264337180,4106720368,
1264337180,5013179908,Montereal
1264337197,4728634830,Avenida Independencia
1264337197,4728643408,
1264337197,1264349620,Avenida Independencia
1264337266,2906500735,Pasage Cesar Vallejo
1264337266,5394456309,
1264337360,1264359327,Avenida Lima
1264337873,5393862395,Calle Estadio Sur
1264337873,5375734631,Avenida Independencia
1264337873,5393862394,Pasaje Santa Rosa
1264337873,1817244873,Avenida Independencia
1264337978,5670089474,Los Gorriones
1264337978,5467655508,Los Jilgueros
1264338242,5200768336,Avenida Luna Pizarro
1264338242,4371614199,Avenida Andres Martinez
1264338242,1264362312,Avenida Luna Pizarro
1264338395,5431347809,
1264338395,2087709218,Avenida Arturo Ibanez
1264338395,2087709231,Avenida Arturo Ibanez
1264338519,4733264424,Avenida La Paz
1264338519,4733264261,Calle Manuel Munoz Najar
1264338532,5431394366,
1264338608,4066990045,
1264338608,8901588136,Calle Jose Carlos Mariategui
1264338667,4709192147,
1264338667,1264339133,
1264338787,1264347093,Calle Garcia Calderon
1264338787,1264364404,Calle Garcia Calderon
1264339073,1264366433,Gustavo Cornejo
1264339073,1396135803,Jose Santos Chocano
1264339081,5432104280,Avenida Garcia de Carbajal
1264339081,1264369127,Ovalo Plaza Romana
1264339081,5391108754,Ovalo Plaza Romana
1264339133,4020778167,Avenida Pedro P. Diaz
1264339263,2084948815,Pasaje Martinetti
1264339263,9410645594,Avenida Parra
1264339263,7105690910,Avenida Parra
1264339385,2546200721,
1264339385,5393843658,
1264339650,11010994634,
1264339844,5406208478,
1264339863,5375734627,Obando
1264339863,1264347106,Obando
1264339863,1264346793,Palomar
1264339903,5174986227,Avenida los Incas
1264339903,4067059239,Urbanizacion los Rosales
1264339944,5399052227,
1264339944,5485437507,
1264339944,5399052223,
1264340030,5200768335,
1264340030,4371614199,Avenida Andres Martinez
1264340226,5169801232,Calle San Francisco
1264340226,5380727094,Calle San Francisco
1264340366,4027106783,Avenida de la Marina
1264340366,4027106781,
1264340366,4027106785,
1264340366,5391127539,
1264340402,5483308534,
1264340402,5401379227,Avenida Virgen del Pilar
1264340409,10910654831,Avenida Jorge Chavez
1264340409,11016609802,Calle Alcides Carrion
1264340409,11663898949,Avenida Jorge Chavez
1264340535,5467926993,Avenida Independencia
1264340535,2085170838,Avenida Mariscal Castilla
1264340535,5469339516,Avenida Mariscal Castilla
1264340551,5204841021,
1264340551,4066951722,Manzanitos
1264340551,5391133718,Manzanitos
1264340626,5381354353,Avenida Virgen del Pilar
1264340737,11002056720,
1264340737,5608000245,Calle Los Arrayanes
1264340902,1264367456,Avenida Independencia
1264340902,1817244768,Avenida Independencia
1264340902,5393843715,Fernando Davila
1264340920,5375618202,Calle las Clavelinas
1264340920,5295946886,Mariscal Benavides
1264341343,3347233542,
1264341343,3347236001,Avenida Venezuela
1264341644,4442387575,Sebastian Barranca
1264341644,11022922832,Sebastian Barranca
1264341644,11019063604,Calle Lorenzo Ballon
1264341770,5391148537,
1264342443,7286479568,Avenida Venezuela
1264342443,5413568698,
1264342443,4709192212,
1264342443,5413568945,Avenida Venezuela
1264342601,5391147717,Urbanizacion Cabana Maria Manzana G
1264342601,11015162830,Avenida Virgen del Pilar
1264342716,4106794749,Avenida Francisco Bolognesi
1264342716,3725322596,Avenida Francisco Bolognesi
1264342794,5204867622,
1264342828,10885702031,Avenida Garcia de Carbajal
